month,day,hour,City,Shape,State,Country,Summary,lat,lng
11.0,19.0,12.0,Newnan,Light,GA,USA,"I look and it's like a helicopter spot light is aiming directly at the 
house, but it is making zero noise.",33.3806716,-84.7996572
11.0,19.0,11.0,Largo,Chevron,FL,USA,"I was in the back yard with my dogs and talking on the phone when I 
happened to see a blue chevron shaped object traveling from west to",27.9094665,-82.7873243
11.0,19.0,7.0,Wichita,Light,KS,USA,"My father and I are in my van with my children. He is driving and I'm the 
passenger seat. We are going north on Broadway (Aka Old Route",37.6922361,-97.3375447
11.0,19.0,7.0,Smithton,Oval,PA,USA,"Saw a unidentified object flying thru Smithton, PA, on I-70.7:00 am Friday 
11-18-2016.",40.1539613,-79.7411534
11.0,19.0,5.0,Obernburg,Cylinder,NY,USA,Long cylinder traveling slow.,41.8448104,-75.0071096
11.0,18.0,23.0,Columbus,Cylinder,OH,USA,"An orange cylinder flew north in the sky and moved at a moderate speed 
silently away from us and disappeared.",39.9622601,-83.0007064
11.0,18.0,23.0,Sioux Falls,Chevron,SD,USA,Boomerang With floating/fluttery material.,43.5499749,-96.7003269
11.0,18.0,21.0,Fletcher,Triangle,NC,USA,"Triangular silent hovering object over Hwy 26, near Fletcher",35.4306712,-82.5012315
11.0,18.0,19.0,Billings,Triangle,MT,USA,"Triangular flying object with very dim lights seen flying northeast across 
the sky of west side of Billings, MT.",45.7874957,-108.4960699
11.0,18.0,19.0,Billings,Triangle,MT,USA,"Triangular flying object with very dim lights seen flying northeast across 
the sky of west side of Billings, MT.",45.7874957,-108.4960699
11.0,18.0,19.0,Stone Creek,Triangle,OH,USA,"At 7:15 pm traveling S on US Highway 77 we spotted a triangle shape with 
lights all the way around the outside edge and a main light",40.3972892,-81.5620642
11.0,18.0,18.0,Carrollton,Circle,OH,USA,"Bright green center, yellow white rays around. object elongated or shifted 
but did not seem to move. ((anonymous report))",40.5728404,-81.0856531
11.0,18.0,17.0,Hampton,Sphere,VA,USA,"Star-like sphere, dimmed, flew away and disappeared.",37.0300969,-76.3452056
11.0,18.0,16.0,Nashville,Changing,TN,USA,"There was a bright light in the sky that had red and blue and green lights 
blinking. ((NUFORC Note: ""Twinkling"" star? PD))",36.1622296,-86.774353
11.0,18.0,14.0,Kittery,Other,ME,USA,A disappearing object.,43.1033619,-70.7851622
11.0,18.0,10.0,McMurray,Triangle,PA,USA,"Hovered in sky for about 30 min., then quickly moved east no sound and many 
lights in a triangle shape.",40.2790921,-80.1017976
11.0,18.0,8.0,Bronx,Cigar,NY,USA,"Long shape with red & yellow going around with no en trail nor wings going 
around and around",40.85703325,-73.83669606
11.0,18.0,6.0,New York City,Rectangle,NY,USA,"UFO with several lights followed by bright comet like tail flying west to 
east in NYC north of Empire State Building",40.7305991,-73.9865811
11.0,18.0,1.0,Farmington,Fireball,NH,USA,Meteor large tail very visible with lots of twirling smoke.,43.39008,-71.0657499
11.0,17.0,22.0,Buena Park,Light,CA,USA,"Outside in backyard looked up at night sky witnessed bright white light 
traveling very very fast for a few seconds then completely disa",33.870413,-117.9962164
11.0,17.0,21.0,Athens,Light,OH,USA,Bright light that disappeared fast.,39.3292396,-82.1012554
11.0,17.0,21.0,Methuen,Light,MA,USA,"Four bluish-white lights (possibly saucers) + one upside-down teardrop ship 
over i93 and own home, Methuen, MA, 01844",42.7262016,-71.1908923
11.0,17.0,20.0,Benton City,Light,WA,USA,"I was standing outside smoking a cigarette and looking up in the sky as I 
usually do and I saw what I thought was an airplane at first.",46.2631897,-119.4878019
11.0,17.0,20.0,Stevens Point,Formation,WI,USA,"Was looking south from Patch St and Welsby Ave and saw a ""line"" of six 
lights running east to west. Then they turned (rotated",44.5229223,-89.5741109
11.0,17.0,20.0,High Point,Circle,NC,USA,White balls of light in backyard.,35.9556924,-80.0053175
11.0,17.0,20.0,Caldwell,Formation,ID,USA,"Formation over Caldwell, Idaho.",43.6678736,-116.6894155
11.0,17.0,20.0,Balko,Disk,OK,USA,"Seen a red object flying N. It stopped turned blue hovered for a few mins. 
It then turned orange and headed N and hovered again then sh",36.6600752,-100.679207
11.0,17.0,19.0,Jordan,Fireball,MT,USA,"25 mi. from Jordan, MT, driving North on hwy 200, 740pm Nov. 17th, 
2016,...the sky suddenly lit up, so bright like it was daytime.",47.32121,-106.9104609
11.0,17.0,19.0,Elizabethton,Circle,TN,USA,"Cluster of lights probably thousands it started very low directly above 
street lights and floated up up into the sky until we couldn't",36.3487196,-82.2106875
11.0,17.0,19.0,Lower Burrell,Triangle,PA,USA,GREEN TRIANGLE.,40.5882821,-79.7298186
11.0,17.0,19.0,Hemet,Disk,CA,USA,"Saw bright light hoovering in sky,and over the course of a couple hours we 
watched about 12 or so drones flying by the object. I've nev",33.778562,-117.0357665
11.0,17.0,18.0,Nampa,Triangle,ID,USA,"Bright triangle shaped set of 3 lights pulses.very bright not like a planet 
or star.no noise. Seems to be less bright and farther away",43.5737361,-116.5596312
11.0,17.0,13.0,Oshkosh,Light,WI,USA,"Lights floating down blink immediately pop back up different area repeated 
3 times.",44.0206919,-88.5408573
11.0,17.0,7.0,Avon,Light,CO,USA,2 aircraft w white lights early morning.,39.6329025,-106.4711837
11.0,17.0,4.0,Stonington,Light,ME,USA,"Slow floating white light seen over Stonington at 4:45 am that lasted about 
5 secs.; disappeared after passing over tree line.",44.156593,-68.6672969
11.0,16.0,23.0,Elk Grove,Circle,CA,USA,"Strange lights over Central Valley, CA.",38.4087993,-121.3716177
11.0,16.0,22.0,Benson,Light,AZ,USA,Large amber light turns into 5 and slowly disappears,31.9678731,-110.2945759
11.0,16.0,22.0,Schenectady,Other,NY,USA,"Massive 6 bright white lights in a line, slightly arched, then changed into 
reddish orange light ball and disappeared.",42.8095455,-74.0216719
11.0,16.0,22.0,London,Circle,ON,CANADA,"Solid bright red light, with intermittent white flashing while hovering in 
a stationary location",42.988576,-81.2466429
11.0,16.0,20.0,Middleton,Sphere,ID,USA,"I was driving on my way home from work. I was westbound on Purplesage road 
when I saw a blue orb or spherelike object with a bright c",43.7068282,-116.6201356
11.0,16.0,20.0,Danville,Light,KY,USA,"Two unusual bright lights seen from passenger jet that just strangely 
winked out.",37.6456488,-84.7721822
11.0,16.0,20.0,Maple Grove,Triangle,MN,USA,2 ufos you could see inside one.,45.0759797,-93.4561051
11.0,16.0,20.0,Lake Havasu City,Cross,AZ,USA,"8 Flashing lights seen flying in formation with multiple other planes 
flying in close proximity for long periods of time circling over",34.4742786,-114.3440009
11.0,16.0,20.0,Maricopa,Circle,AZ,USA,"3 lights in a line that would randomly go dark and return to color. Stayed 
in formation the while time.",33.34883,-112.4912299
11.0,16.0,19.0,Carlton,Fireball,OR,USA,Brilliant green fireball arching over sky.,45.2942822,-123.1764948
11.0,16.0,19.0,Wood Village,Light,OR,USA,"I saw a small trail of light, heading from W to E, resembling that of a 
shooting star, except much lower in the earth's atmosphere.",45.5372449,-122.4178386
11.0,16.0,18.0,Green Garden Township,Light,IL,USA,"Very low bright light hovering near Manhattan, Illinois..... ((anonymous 
report))",46.4385488,-87.2793086
11.0,16.0,18.0,Banff,Disk,AB,CANADA,Flying disk shape saucer seen over tunnel mountain in Banff.,51.1777781,-115.5682503
11.0,16.0,18.0,Frostproof,Light,FL,USA,"There were three big lights of amber color in the eastern sky very big but 
they were all in a row. Upon following the lights two more",27.7458626,-81.5306312
11.0,16.0,18.0,Egg Harbor Township,Other,NJ,USA,"Driving down rt 40 in eht between Ubel and English Creek ave. I noticed 3 
lights lined up.",39.3851791,-74.6756877
11.0,16.0,17.0,Shady Cove,Light,OR,USA,"Eight moving red/white lights--flying in random order from west to east 
over Shady Cove, OR the evening of November 16, 2016.",42.6109085,-122.8218511
11.0,16.0,17.0,Fremont,Light,WI,USA,3 orbs over central Wisconsin.,44.2597027,-88.8648343
11.0,16.0,16.0,Mosinee,Fireball,WI,USA,Orange ball of Fire.,44.7927298,-89.7035958
11.0,16.0,8.0,Clarksville,Triangle,TN,USA,"Very low (less than 700') flying triangular shape craft with three distinct 
lights with one being red/orange. ((anonymous report))",36.5277607,-87.3588702
11.0,16.0,0.0,Richland,Formation,WA,USA,Dim blue light formation of clear camouflage craft,46.2778406,-119.2769066
11.0,15.0,20.0,Bettendorf,Light,IA,USA,Orange lights over the Quad Cites.,41.5255466,-90.5081477
11.0,15.0,20.0,Phoenix,Egg,AZ,USA,"2 fast low flying planes follow point of light in sky over east valley in 
Phoenix",33.4485866,-112.0773455
11.0,15.0,19.0,Portland,Triangle,OR,USA,"Transparent and shimmering, triangular, completely silent, travelling N to 
S 20 yards above rooftops, three jets followed.",45.5202471,-122.6741948
11.0,15.0,18.0,Stevens Point,Light,WI,USA,"During a break at work I noticed a bright light over the tree line. I 
thought it was odd because I never noticed a star there before.",44.5229223,-89.5741109
11.0,15.0,18.0,Seattle,Light,WA,USA,Blue lights over northwestern Seattle sky.,47.6038321,-122.3300623
11.0,15.0,18.0,Prince Albert,Triangle,SK,CANADA,"A bright halogen like light listed lazily in a 10 degree area near direct 
overhead.",53.201097,-105.7489009
11.0,15.0,17.0,Stevens Point,Circle,WI,USA,Trail of white lights rotates in circle three times and disappears,44.5229223,-89.5741109
11.0,15.0,17.0,Naperville,Circle,IL,USA,"Right above the movie theater, there was a round shaped object in the sky. 
There were red, blue and white flashing lights on the side.",41.7729107,-88.1478669
11.0,15.0,17.0,Berlin,Formation,WI,USA,"I was standing in my drive way with My father and a friend when my dad 
noticed a strange light in the sky it would be on then shut off",43.9680365,-88.9434476
11.0,15.0,14.0,Tahlequah,Teardrop,OK,USA,"((HOAX??)) Saw 3 white objects 2 just hovered together. The other one moved 
away slowly by itself. ((anonymous report))",35.91537,-94.9699559
11.0,15.0,8.0,Glendale,Changing,AZ,USA,((HOAX??)) Mother ship released four lights.,33.5389854,-112.1858156
11.0,15.0,7.0,Old Washington,Formation,OH,USA,"Strange obj. on horizon moved as we looked at it and slowly came towards us 
and hovered with 1 blinking light. ((anonymour report))",40.0386822,-81.444562
11.0,15.0,3.0,Saltillo,Fireball,MS,USA,"Bright silver/white ""streak"" with an est. alt. of maybe 1000-1200' above 
tree line, NE of Saltillo. ((anonymous report))",34.3764923,-88.68172
11.0,15.0,3.0,Portland,Oval,OR,USA,"Hovering oval object in Portland, Oregon.",45.5202471,-122.6741948
11.0,14.0,23.0,Hillsboro,Disk,OR,USA,"I by accident photographed with a digital camera a single grey saucer like 
object with ridges and an oblong portal",45.5228939,-122.9898269
11.0,14.0,22.0,Gardena,Light,CA,USA,Strange light beam follows diamond shaped object.,33.888658,-118.3076479
11.0,14.0,21.0,Longmont,Formation,CO,USA,"11/14/2016 - 4-6 large white circles in two groups moving, disappearing and 
re-appearing and circling each other in the Eastern sky.",40.1672117,-105.1019286
11.0,14.0,19.0,Deltona,Triangle,FL,USA,"I was driving south east with 2 other people in the car. I seen an object 
in the sky triangular in shape, with a light on each corner,",28.9005446,-81.2636737
11.0,14.0,19.0,Central City,Light,NE,USA,Four bright orange lights observed in a linear pattern.,41.1158475,-98.0017248
11.0,14.0,19.0,Irving,Other,TX,USA,"Two observers. Both are professionals working in Children's television. One 
of which is the producer of a network locally in Fort Worth",32.8629195,-96.97917017
11.0,14.0,19.0,Jacksonville,Light,FL,USA,Bright Light in Clear Sky.,30.3321838,-81.6556509
11.0,14.0,19.0,Blanchardville,Light,WI,USA,"Loud rumbling sound, a plane's lights, and anomylous lights.",42.81032,-89.8622148
11.0,14.0,19.0,Columbus,Light,OH,USA,"I saw a total of three lights moving north to south with the city of 
Columbus till they disappeared.",39.9622601,-83.0007064
11.0,14.0,18.0,Summerville,Light,SC,USA,Bright orange orb-light morphed across the evening sky.,33.0206179,-80.1747536
11.0,14.0,17.0,Waupaca,Formation,WI,USA,Bright pinkish orange lights in a tight line formation,44.3735635,-89.03185979
11.0,14.0,16.0,Wilkesboro,Other,NC,USA,Loud rumbling in a clear sky. Many people in area heard it.,36.145965,-81.16064
11.0,14.0,1.0,Fresno,Light,CA,USA,"Saw an unidentified seemingly intelligent white orb or object moving along 
the surface and under water while camping at Pine Flat Lake.",36.7295295,-119.7088612
11.0,14.0,0.0,Glendale,Circle,AZ,USA,"I walked out of my friends house toward my car looking west and spotted two 
orange lights coasting downward toward earth, the lights s",33.5389854,-112.1858156
11.0,13.0,23.0,Benson,Triangle,VT,USA,Triangular object hovering with red and green lights.,43.71558845,-73.30815198
11.0,13.0,23.0,Palmyra,Circle,PA,USA,"Very slow moving object in SE sky. Viewed obj. with binox and there were at 
least 3 distinct red lights.((NUFORC Note: Sirius? PD))",40.3089798,-76.5933012
11.0,13.0,23.0,North Chesterfield,Changing,VA,USA,"state of sound mind that there is an unidentified changling in the sky s.e. 
of n. chesterfield va. ((NUFORC Note: Sirius?? PD))",38.6560565,-90.5742028
11.0,13.0,21.0,Coconut Creek,Oval,FL,USA,"3 orange lights over Coconut Creek, FL.",26.2714628,-80.18180782
11.0,13.0,21.0,Chesapeake Bay,Triangle,MD,USA,"Witnessed three bright lights holding in a triangle shape over Chesapeake 
Bay; very bright, pulsating, incredible speed, not aircraft.",38.5167886,-76.3830045
11.0,13.0,21.0,Ottawa,Light,ON,CANADA,"Gf and I watching super moon, saw a wobbling star which was moving up, down 
and slightly to each side. ((NUFORC Note: Star?? PD))",45.4210328,-75.6900218
11.0,13.0,20.0,Chester,Diamond,SD,USA,"Quiet, swift moving craft.",43.894974,-96.9264449
11.0,13.0,19.0,Centerville,Circle,OH,USA,"I was out watching the moon as it was bigger and brighter than it had been 
since 1948. I notice a white object moving at a high rate of",39.6283928,-84.1593817
11.0,13.0,19.0,Gila Bend,Light,AZ,USA,Lights from sky following car near Gila Bend I-8.,32.9478267,-112.7168238
11.0,13.0,19.0,Selma,Changing,IN,USA,"Went out to see the full moon and over my rooftop towards the North was a 
greenish blue object darting all over the sky. It was met wit",32.4078632,-87.0207472
11.0,13.0,18.0,Benicia,Light,CA,USA,"My brother and I were driving from martinez to where we were staying in 
benicia. As we were heading northwest on 780 about to exit I lo",38.049365,-122.1585776
11.0,13.0,18.0,Monroeville,Fireball,PA,USA,"Multiple circular fireballs ascended into the sky, one after the other, 
from the Monroeville airport. Each continued moving upward int",40.4211798,-79.7881024
11.0,13.0,16.0,Wheaton,Fireball,MD,USA,"Comet-shaped floating object flies toward Washington, DC.",39.0398314,-77.0552554
11.0,13.0,15.0,Ottawa,Cylinder,IL,USA,Cylinder shaped object over northern Illinois.,41.3516628,-88.8454359
11.0,13.0,5.0,Bagley,Other,IA,USA,Falling Stars and Cloaked Sightings.,41.8460964,-94.4299693
11.0,13.0,0.0,Grand Rapids,Fireball,MI,USA,"Flashing light moving eractically in south east sky. ((NUFORC Note: 
Possibly a star?? PD))",42.9632405,-85.6678638
11.0,13.0,0.0,Stockton,Disk,CA,USA,"2 disk shaped objects drop from the skyline vertical and accelerate 
horizontal to the clouds.",37.9577016,-121.2907795
10.0,31.0,23.0,Mastic Beach,Oval,NY,USA,"Fishing Narrow Bay facing NW, white spherical object appeared and jetted 
upward diagonally at about a 20° incline and disappeared.",40.7667655,-72.8520475
10.0,31.0,22.0,Charlottesville,Light,VA,USA,"What pulsating bar light on craft, apparently, with no sound...",38.029306,-78.476678
10.0,31.0,19.0,Gretna,Light,NE,USA,4 lights over Gretna NE,41.1408322,-96.2397417
10.0,31.0,17.0,Thomasville,Other,GA,USA,"Several Star looking objects, mostly white and some red, far in the sky but 
not as far as stars, moving south rapidly. Too high for b",30.8365815,-83.9787807
10.0,31.0,15.0,Tuckerton,Sphere,NJ,USA,"I and my Husband saw a strange looking round shiny Metallic object in the 
sky heading N, then disappeared.",39.5960075,-74.32971056
10.0,31.0,11.0,Cracroft Island,Cross,BC,CANADA,several solid objects in clouds over Cracroft point. BC,50.5619196,-126.5825836
